,Tc (C),BASE_Monomer_State,BASE_Category,Canonical SMILES,Global_Test,BASE_Category_ROMP,BASE_Category_ROP,BASE_Category_cationic,BASE_Category_cyclic,BASE_Category_ionic,BASE_Category_vinyl/acrylic,BASE_Monomer_State_g,BASE_Monomer_State_l,BASE_Monomer_State_s,RDKIT_MolWt,PEP_dHf_1,MIX_dSsolv298(kJ/mol/K),PEP_dH_(kcal/mol),RDKIT_NumValenceElectrons,RDKIT_Kappa2,SOLUTE_L_ML,RDKIT_SlogP_VSA6,SOLUTE_E_ML,RDKIT_LabuteASA,PEP_dHf_0,RDKIT_EState_VSA8,RDKIT_FpDensityMorgan3,SOLUTE_V_ML,MIX_logK,SOLUTE_B_ML,RDKIT_VSA_EState4,RDKIT_NumSaturatedRings,STERICS_Wiener_Index,SOLUTE_B_GC,RDKIT_SPS,RDKIT_MaxEStateIndex,SOLUTE_S_ML,RDKIT_VSA_EState2,RDKIT_BCUT2D_CHGHI,RDKIT_MaxPartialCharge,SOLUTE_E_GC,RDKIT_Chi1n,RDKIT_MinEStateIndex,RDKIT_HeavyAtomMolWt,RDKIT_SMR_VSA7,RDKIT_PEOE_VSA14,SOLUTE_L_GC,RDKIT_SlogP_VSA2,RDKIT_VSA_EState1,PEP_dHf_2,RDKIT_PEOE_VSA1,RDKIT_RingCount,RDKIT_MinPartialCharge,RDKIT_Chi4v,RDKIT_Chi0v,STERICS_VDW_Volume,RDKIT_Chi0,RDKIT_SMR_VSA1,RDKIT_FpDensityMorgan2,RDKIT_NumAliphaticRings,RDKIT_NumSaturatedHeterocycles,RDKIT_SlogP_VSA5,RDKIT_Chi1v,RDKIT_ExactMolWt,RDKIT_Kappa3,RDKIT_NumAliphaticHeterocycles,RDKIT_PEOE_VSA7,RDKIT_SMR_VSA5,RDKIT_Chi2n,RDKIT_fr_lactone,RDKIT_VSA_EState7,RDKIT_BCUT2D_CHGLO,STERICS_Side_Chain_Ratio,RDKIT_Chi3v,RDKIT_Chi4n,RDKIT_BCUT2D_MRHI,MIX_logP,TANIMOTO,RDKIT_VSA_EState8,RDKIT_Chi3n,RDKIT_MaxAbsEStateIndex,RDKIT_fr_ether,RDKIT_Chi1,DIPOLE_mmff94,STERICS_Backbone_Length,RDKIT_NumHAcceptors,SOLUTE_V_GC,RDKIT_qed,STERICS_Volume,RDKIT_Chi2v,RDKIT_MinAbsEStateIndex,RDKIT_TPSA,MIX_dHsolv298(kJ/mol),RDKIT_HeavyAtomCount,SOLUTE_A_ML,RDKIT_AvgIpc,RDKIT_BCUT2D_MRLOW,RDKIT_FractionCSP3,RDKIT_VSA_EState5,RDKIT_BCUT2D_MWHI,RDKIT_Kappa1,RDKIT_BCUT2D_LOGPHI,RDKIT_NOCount,RDKIT_PEOE_VSA8,MIX_dGsolv298(kJ/mol),RDKIT_BCUT2D_LOGPLOW,RDKIT_FpDensityMorgan1,RDKIT_SlogP_VSA3,RDKIT_BalabanJ,RDKIT_HallKierAlpha,RDKIT_MaxAbsPartialCharge,RDKIT_MinAbsPartialCharge,RDKIT_BCUT2D_MWLOW,SOLUTE_S_GC,RDKIT_Chi0n
133,24.722,s,vinyl/acrylic,C=C(C)c1ccccc1,False,False,False,False,False,False,True,False,False,True,118.179,-10.67,-0.052,-18.08,46,2.492,4.611,36.911,0.87,55.837,27.91,18.712,2.111,1.096,3.72,0.208,2.341,0,150,0.235,9.0,3.825,0.657,0.0,1.857,-0.023,0.736,3.014,1.121,108.099,42.474,0.0,4.717,0.0,0.0,-0.84,0.0,1,-0.096,0.723,5.594,219.861,6.69,0.0,1.778,0,0,12.487,3.014,118.078,1.425,0,12.487,6.924,2.146,0,0.0,-1.943,0.64,1.267,0.723,5.602,3.15,0.421,5.835,1.267,3.825,0,4.305,0.18,4,0,1.096,0.532,1235.324,2.146,1.121,0.0,-36.8,9,0.002,1.9,1.583,0.111,0.0,13.913,6.086,2.08,0,0.0,-21.22,-1.722,1.222,0.0,2.981,-1.04,0.096,0.023,10.114,0.721,5.594
134,24.838,s,ionic,COC(=O)C=O,False,False,False,False,False,True,False,False,False,True,88.062,-119.6,-0.04,-1.11,34,2.382,2.816,0.0,0.303,34.906,-107.92,4.737,2.333,0.621,2.79,0.692,0.0,0,64,0.617,6.833,9.59,1.132,18.852,1.876,0.371,0.272,1.341,-0.838,84.03,0.0,5.969,2.62,19.365,3.892,-228.63,4.737,0,-0.463,0.048,3.302,146.574,4.992,14.326,2.333,0,0,0.0,1.341,88.016,1.458,0,0.0,0.0,0.641,0,0.111,-1.794,0.5,0.297,0.048,6.197,1.81,0.0,0.0,0.297,9.59,1,2.808,1.3,4,3,0.621,0.243,823.55,0.641,0.111,43.37,-27.8,6,-0.002,1.65,-0.146,0.333,-0.838,16.527,5.14,1.577,3,0.0,-15.9,-1.985,1.833,14.326,3.234,-0.86,0.463,0.371,10.795,0.945,3.302
135,25.062,l,ROP,CCC1CCCC(=O)O1,False,False,True,False,False,False,False,False,True,False,128.171,-112.81,-0.081,-10.6,52,2.853,4.617,0.0,0.376,55.198,-105.32,0.0,3.0,1.061,5.47,0.612,0.0,1,188,0.374,27.667,10.61,1.451,10.61,2.17,0.306,0.346,3.521,-0.02,116.075,0.0,5.969,4.646,12.073,4.997,-228.73,4.737,1,-0.462,1.065,5.722,219.861,6.69,9.531,2.556,1,1,32.607,3.521,128.084,1.699,1,19.262,38.711,2.412,1,3.869,-2.196,0.27,1.66,1.065,5.696,1.58,1.0,2.045,1.66,10.61,1,4.326,4.07,8,2,1.061,0.5,1235.324,2.412,0.02,26.3,-55.32,9,-0.001,1.881,-0.153,0.857,-0.02,16.544,6.588,2.151,2,6.421,-31.18,-2.217,1.778,9.531,2.315,-0.53,0.462,0.306,10.077,1.29,5.722
136,26.037,s,vinyl/acrylic,C=C(C)c1ccc2ccccc2c1,False,False,False,False,False,False,True,False,False,True,168.239,5.53,-0.054,-18.08,64,3.059,6.786,49.044,1.524,78.518,44.11,49.044,2.385,1.465,2.83,0.306,2.337,0,352,0.292,10.231,3.932,0.956,0.0,1.946,-0.018,1.452,4.419,1.116,156.143,54.607,0.0,7.338,0.0,0.0,31.56,0.0,2,-0.096,1.455,7.749,317.577,9.259,0.0,1.692,0,0,12.487,4.419,168.094,1.477,0,29.326,6.924,3.342,0,0.0,-2.014,0.73,2.242,1.455,5.853,0.26,0.036,5.964,2.242,3.932,0,6.271,0.18,4,0,1.465,0.606,1784.358,3.342,1.116,0.0,-32.22,13,0.004,2.168,1.619,0.077,0.0,13.996,8.057,2.189,0,0.0,-16.16,-1.777,1.0,0.0,2.686,-1.56,0.096,0.018,10.036,1.068,7.749
137,27.737,s,ROMP,CC(C)(C)[Si](C)(C)OC1CC=CC1,False,True,False,False,False,False,False,False,False,True,198.382,-135.53,-0.057,-5.5,76,3.58,5.101,12.152,0.56,83.311,-81.23,46.017,2.0,1.375,2.87,0.65,0.0,0,378,0.578,19.769,6.24,0.744,0.0,2.385,0.192,0.694,5.156,-1.51,176.206,12.152,0.0,5.758,14.421,6.24,-222.26,4.426,1,-0.413,2.661,10.555,317.577,10.113,4.426,1.615,1,0,33.613,8.064,198.144,2.679,0,30.974,57.849,5.443,0,7.176,-2.38,0.53,7.767,1.282,6.737,0.29,0.074,11.529,3.232,6.24,0,5.828,1.62,7,1,1.375,0.485,1784.358,10.199,0.343,9.23,-33.37,13,0.008,2.355,0.194,0.818,0.0,28.352,10.994,2.38,1,0.0,-16.36,-2.429,1.154,4.426,2.511,-0.083,0.413,0.192,10.249,0.758,9.555
138,28.352,l,cationic,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,False,False,False,True,False,False,False,False,True,False,296.62,-533.28,-0.14,0.0,96,4.123,5.167,0.0,0.309,103.253,-567.68,52.376,0.625,1.285,5.13,1.084,0.0,1,621,0.957,31.5,6.16,1.157,0.0,2.498,0.314,0.276,5.633,-2.111,272.428,0.0,34.244,5.713,34.244,24.641,-1100.96,16.461,1,-0.416,23.559,15.633,390.864,12.828,16.461,0.5,1,1,0.0,16.899,296.075,4.527,1,52.376,52.376,6.008,0,0.0,-2.459,0.44,17.697,2.451,6.922,0.66,1.0,16.58,1.966,6.16,0,6.828,1.17,10,4,1.285,0.644,2196.132,20.472,2.073,36.92,-71.58,16,0.077,1.666,0.238,1.0,0.0,28.531,14.767,2.296,4,0.0,-29.24,-2.636,0.375,16.461,2.977,0.708,0.416,0.314,11.883,1.196,11.633
139,29.191,s,ROMP,C1=CCCC1,False,True,False,False,False,False,False,False,False,True,68.119,-44.849,-0.046,-4.07,28,1.25,2.309,12.152,0.326,32.504,7.72,12.152,1.8,0.662,3.85,0.086,0.0,0,56,0.083,20.8,2.236,0.232,0.0,1.844,-0.035,0.328,2.15,1.319,60.055,12.152,0.0,2.56,0.0,0.0,-41.2,0.0,1,-0.089,0.589,3.276,122.145,3.536,0.0,1.6,1,0,19.262,2.15,68.063,0.504,0,19.262,19.262,1.402,0,8.5,-1.687,0.0,0.908,0.589,4.876,3.28,0.056,0.0,0.908,2.236,0,2.5,0.48,7,0,0.662,0.379,686.291,1.402,1.319,0.0,-35.81,5,0.0,1.76,0.929,0.6,0.0,13.909,2.951,2.046,0,0.0,-21.97,-1.497,1.0,0.0,2.324,-0.26,0.089,0.035,10.369,0.268,3.276
140,30.484,s,cationic,CCOC(=O)CCCCC1CCSS1,False,False,False,True,False,False,False,False,False,True,234.386,-136.01,-0.068,-1.0,82,7.46,8.082,0.0,0.811,93.939,-114.51,0.0,3.0,1.81,4.53,0.798,0.0,1,602,0.848,21.071,11.008,1.291,11.008,2.152,0.305,0.801,5.265,-0.041,216.242,0.0,5.969,7.589,23.579,4.866,-251.52,4.737,1,-0.466,4.467,10.293,342.006,10.226,9.531,2.357,1,1,39.028,7.647,234.075,5.151,1,26.186,44.278,3.38,0,5.349,-2.057,0.56,5.196,1.439,8.769,2.68,0.044,2.359,2.19,11.008,1,6.826,3.45,7,4,1.81,0.4,1921.616,6.167,0.041,26.3,-46.17,14,-0.008,2.654,-0.143,0.9,1.258,33.115,12.241,2.394,2,17.424,-25.86,-2.039,1.5,9.531,1.903,0.17,0.466,0.305,10.115,1.183,8.66
141,30.84,s,vinyl/acrylic,C=C(C)c1ccc2ccccc2c1,False,False,False,False,False,False,True,False,False,True,168.239,5.53,-0.053,-18.08,64,3.059,6.786,49.044,1.524,78.518,44.11,49.044,2.385,1.465,3.58,0.306,2.337,0,352,0.292,10.231,3.932,0.956,0.0,1.946,-0.018,1.452,4.419,1.116,156.143,54.607,0.0,7.338,0.0,0.0,31.56,0.0,2,-0.096,1.455,7.749,317.577,9.259,0.0,1.692,0,0,12.487,4.419,168.094,1.477,0,29.326,6.924,3.342,0,0.0,-2.014,0.73,2.242,1.455,5.853,3.0,0.231,5.964,2.242,3.932,0,6.271,0.17,4,0,1.465,0.606,1784.358,3.342,1.116,0.0,-36.13,13,0.004,2.168,1.619,0.077,0.0,13.996,8.057,2.189,0,0.0,-20.41,-1.777,1.0,0.0,2.686,-1.56,0.096,0.018,10.036,1.068,7.749
142,32.289,l,ROP,CCCCCCCCCC1CCCC(=O)O1,False,False,True,False,False,False,False,False,True,False,226.36,-147.11,-0.12,-10.6,94,8.602,8.203,0.0,0.298,99.753,-139.62,6.924,2.5,2.047,8.48,0.644,0.0,1,846,0.374,20.812,11.058,1.45,11.058,2.187,0.306,0.346,7.021,0.013,200.152,0.0,5.969,8.094,12.073,5.292,-297.33,4.737,1,-0.462,2.31,10.672,390.864,11.64,9.531,1.812,1,1,77.553,7.021,226.193,6.14,1,25.683,83.657,4.914,1,13.389,-2.215,0.56,3.335,2.31,5.696,4.99,1.0,2.247,3.335,11.058,1,7.826,4.08,8,2,2.047,0.457,2196.132,4.914,0.013,26.3,-84.11,16,0.004,2.28,-0.154,0.929,0.013,16.544,13.535,2.193,2,6.421,-48.4,-2.227,1.125,9.531,1.883,-0.53,0.462,0.306,10.014,1.29,10.672
143,33.274,l,ROP,CC1CC(=O)OCC(C)(C)C1,True,False,True,False,False,False,False,False,True,False,156.225,-124.73,-0.069,-11.5,64,2.839,5.346,0.0,0.312,67.928,-116.34,20.771,2.818,1.342,5.44,0.596,0.172,1,274,0.638,30.818,10.959,1.201,10.959,2.276,0.306,0.194,4.151,-0.039,140.097,0.0,5.969,5.429,12.576,5.05,-252.57,4.737,1,-0.465,1.694,7.515,268.719,8.483,9.531,2.182,1,1,33.613,4.151,156.115,2.524,1,17.754,33.613,4.338,1,1.669,-2.219,0.31,2.04,1.694,5.694,2.1,1.0,6.967,2.04,10.959,1,4.995,4.02,9,2,1.342,0.501,1509.841,4.338,0.039,26.3,-51.52,11,0.032,1.9,-0.145,0.889,0.433,16.534,8.566,2.299,2,6.421,-31.04,-2.184,1.545,9.531,2.602,-0.53,0.465,0.306,9.839,1.152,7.515
144,34.39,l,ROP,CC1CCOC(=O)C1,False,False,True,False,False,False,False,False,True,False,114.144,-125.5,-0.07,-10.6,46,2.159,4.34,0.0,0.36,48.833,-97.67,6.924,2.875,0.92,5.54,0.601,0.0,1,142,0.449,29.625,10.451,1.357,10.451,2.148,0.306,0.302,2.944,-0.038,104.064,0.0,5.969,4.109,12.576,4.709,-233.77,4.737,1,-0.466,0.819,5.015,195.432,5.983,9.531,2.5,1,1,19.765,2.944,114.068,1.219,1,12.339,19.765,2.318,1,1.645,-2.156,0.2,1.389,0.819,5.697,0.86,1.0,2.695,1.389,10.451,1,3.788,4.09,8,2,0.92,0.438,1098.066,2.318,0.038,26.3,-52.46,8,0.023,1.642,-0.148,0.833,0.5,16.534,5.604,2.129,2,6.421,-31.61,-2.178,1.75,9.531,2.336,-0.53,0.466,0.306,10.032,1.178,5.015
145,35.218,l,ROP,CCCC1CCCC(=O)O1,False,False,True,False,False,False,False,False,True,False,142.198,-117.71,-0.089,-10.6,58,3.593,4.993,0.0,0.366,61.563,-110.22,6.924,3.1,1.202,5.78,0.61,0.0,1,241,0.374,26.1,10.726,1.448,10.726,2.18,0.306,0.346,4.021,-0.01,128.086,0.0,5.969,5.139,12.073,5.088,-238.53,4.737,1,-0.462,1.303,6.429,244.29,7.397,9.531,2.5,1,1,39.028,4.021,142.099,2.011,1,19.262,45.132,2.793,1,5.082,-2.207,0.33,1.816,1.303,5.696,2.14,1.0,2.114,1.816,10.726,1,4.826,4.07,8,2,1.202,0.55,1372.583,2.793,0.01,26.3,-59.53,10,0.005,1.881,-0.153,0.875,-0.01,16.544,7.576,2.169,2,6.421,-33.0,-2.224,1.7,9.531,2.25,-0.53,0.462,0.306,10.053,1.29,6.429
146,35.368,l,ROP,O=C1CSCCS1,False,False,True,False,False,False,False,False,True,False,134.225,-55.48,-0.065,8.2,40,2.622,4.938,0.0,1.068,51.236,-40.05,0.0,2.571,0.906,6.53,0.701,0.0,1,114,0.725,22.571,10.405,1.305,10.405,2.066,0.198,1.03,2.128,0.344,128.177,0.0,0.0,4.119,22.374,0.0,-87.33,0.0,1,-0.286,2.338,5.479,171.003,5.113,4.795,2.286,1,1,0.0,4.268,133.986,1.736,1,0.0,0.0,1.273,0,0.0,-2.042,0.11,2.985,0.412,8.176,1.26,1.0,0.0,0.711,10.405,0,3.394,3.26,8,3,0.906,0.492,960.808,3.53,0.344,17.07,-56.52,7,0.022,1.686,-0.108,0.75,2.893,32.173,5.506,2.162,1,11.506,-37.25,-2.046,1.429,4.795,2.25,0.37,0.286,0.198,10.886,1.103,3.846
147,35.941,l,ROP,CCCCC1CCCC(=O)O1,False,False,True,False,False,False,False,False,True,False,156.225,-122.61,-0.094,-10.6,64,4.369,5.58,0.0,0.346,67.928,-115.12,6.924,3.091,1.342,6.24,0.613,0.0,1,306,0.374,24.818,10.814,1.459,10.814,2.184,0.306,0.346,4.521,-0.002,140.097,0.0,5.969,5.632,12.073,5.149,-248.33,4.737,1,-0.462,1.413,7.136,268.719,8.104,9.531,2.455,1,1,45.449,4.521,156.115,2.912,1,19.262,51.553,3.146,1,6.381,-2.212,0.38,2.085,1.413,5.696,2.69,1.0,2.157,2.085,10.814,1,5.326,4.07,8,2,1.342,0.586,1509.841,3.146,0.002,26.3,-63.48,11,0.004,2.011,-0.154,0.889,-0.002,16.544,8.566,2.178,2,6.421,-35.61,-2.226,1.636,9.531,2.172,-0.53,0.462,0.306,10.038,1.29,7.136
148,36.377,l,ROP,CCC1CCC(CC)C(=O)O1,False,False,True,False,False,False,False,False,True,False,156.225,-124.37,-0.093,-10.6,64,3.744,5.597,0.0,0.321,67.928,-116.88,6.924,2.545,1.342,5.52,0.635,0.0,1,280,0.363,31.636,11.172,1.274,11.172,2.267,0.309,0.413,4.48,0.019,140.097,0.0,5.969,5.846,12.073,5.2,-251.85,4.737,1,-0.462,1.483,7.3,268.719,8.268,9.531,2.091,1,1,39.531,4.48,156.115,1.948,1,25.683,45.635,3.15,1,4.164,-2.259,0.38,2.401,1.483,5.727,2.93,1.0,4.1,2.401,11.172,1,5.274,5.41,8,2,1.342,0.572,1509.841,3.15,0.019,26.3,-59.1,11,0.025,2.041,-0.16,0.889,0.198,16.545,8.566,2.233,2,0.0,-31.52,-2.296,1.364,9.531,2.41,-0.53,0.462,0.309,9.946,1.039,7.3
149,36.793,s,ROMP,C1=CCCC1,False,True,False,False,False,False,False,False,False,True,68.119,-44.849,-0.039,-4.07,28,1.25,2.309,12.152,0.326,32.504,7.72,12.152,1.8,0.662,3.13,0.086,0.0,0,56,0.083,20.8,2.236,0.232,0.0,1.844,-0.035,0.328,2.15,1.319,60.055,12.152,0.0,2.56,0.0,0.0,-41.2,0.0,1,-0.089,0.589,3.276,122.145,3.536,0.0,1.6,1,0,19.262,2.15,68.063,0.504,0,19.262,19.262,1.402,0,8.5,-1.687,0.0,0.908,0.589,4.876,0.55,0.143,0.0,0.908,2.236,0,2.5,0.48,7,0,0.662,0.379,686.291,1.402,1.319,0.0,-29.47,5,0.0,1.76,0.929,0.6,0.0,13.909,2.951,2.046,0,0.0,-17.84,-1.497,1.0,0.0,2.324,-0.26,0.089,0.035,10.369,0.268,3.276
150,37.918,s,ionic,CCCC=O,False,False,False,False,False,True,False,False,False,True,72.107,-70.9,-0.042,-9.65,30,3.67,2.319,0.0,0.19,31.996,-49.88,0.0,2.4,0.688,2.87,0.454,0.0,0,50,0.387,7.4,9.405,0.652,9.405,1.664,0.119,0.159,1.851,0.708,64.043,0.0,0.0,2.346,6.286,0.0,-130.43,4.795,0,-0.303,0.118,3.4,122.145,4.121,4.795,2.4,0,0,19.765,1.851,72.058,3.67,0,6.421,19.765,0.955,0,2.615,-1.68,0.43,0.407,0.118,5.483,1.89,0.067,1.981,0.407,9.405,0,2.414,2.97,4,1,0.688,0.444,686.291,0.955,0.708,17.07,-28.81,5,-0.001,1.406,-0.107,0.75,0.0,16.129,4.67,1.744,1,6.421,-16.35,-1.642,1.8,4.795,2.402,-0.33,0.303,0.119,10.381,0.554,3.4
151,39.35,s,cationic,C1CCOCOC1,False,False,False,True,False,False,False,False,False,True,102.133,-108.6,-0.048,-0.5,42,2.993,3.15,0.0,0.297,43.42,-87.6,0.0,2.0,0.822,3.06,0.629,0.0,1,120,0.599,24.0,4.972,0.815,0.0,1.941,0.146,0.238,2.655,0.5,92.053,0.0,0.0,3.117,20.007,9.944,-196.7,9.474,1,-0.355,0.585,4.352,171.003,4.95,9.474,1.429,1,1,12.842,2.655,102.068,1.9,1,12.842,12.842,1.641,0,2.306,-1.929,0.0,0.994,0.585,4.382,2.08,0.0,2.25,0.994,4.972,2,3.5,2.11,9,2,0.822,0.449,960.808,1.641,0.5,18.46,-31.73,7,0.006,1.902,-0.032,1.0,0.0,16.66,5.065,1.955,2,13.214,-17.46,-1.934,0.857,9.474,2.042,-0.08,0.355,0.146,10.342,0.546,4.352
152,40.493,l,vinyl/acrylic,C=C(C)c1ccccc1,False,False,False,False,False,False,True,False,True,False,118.179,-10.67,-0.065,-18.08,46,2.492,4.611,36.911,0.87,55.837,27.91,18.712,2.111,1.096,4.74,0.208,2.341,0,150,0.235,9.0,3.825,0.657,0.0,1.857,-0.023,0.736,3.014,1.121,108.099,42.474,0.0,4.717,0.0,0.0,-0.84,0.0,1,-0.096,0.723,5.594,219.861,6.69,0.0,1.778,0,0,12.487,3.014,118.078,1.425,0,12.487,6.924,2.146,0,0.0,-1.943,0.64,1.267,0.723,5.602,3.77,1.0,5.835,1.267,3.825,0,4.305,0.18,4,0,1.096,0.532,1235.324,2.146,1.121,0.0,-46.32,9,0.002,1.9,1.583,0.111,0.0,13.913,6.086,2.08,0,0.0,-27.03,-1.722,1.222,0.0,2.981,-1.04,0.096,0.023,10.114,0.721,5.594
153,40.814,s,ionic,O=CC(F)(Cl)Cl,False,False,False,False,False,True,False,False,False,True,130.933,-127.94,-0.049,-27.72,36,1.756,2.731,0.0,0.393,44.038,-88.85,23.202,1.833,0.668,3.69,0.232,0.0,0,63,0.35,11.167,11.281,0.777,9.188,2.184,0.313,0.249,1.091,-2.694,129.925,0.0,4.587,2.058,10.873,8.586,-244.51,0.0,0,-0.297,0.0,4.131,146.574,5.207,9.185,1.833,0,0,0.0,1.847,129.939,4.18,0,0.0,4.587,0.659,0,-0.198,-1.909,0.5,0.312,0.0,6.537,3.12,0.0,0.0,0.134,11.281,0,2.561,2.5,4,1,0.668,0.387,823.55,1.953,0.198,17.07,-35.55,6,0.034,1.352,-0.111,0.5,0.0,35.539,6.18,2.17,1,0.0,-21.05,-2.025,1.667,4.795,3.446,0.18,0.313,0.297,10.859,0.569,2.619
155,43.778,l,ROP,CCCCCCCC1CCCC(=O)O1,False,False,True,False,False,False,False,False,True,False,198.306,-137.31,-0.11,-10.6,82,6.855,7.11,0.0,0.323,87.023,-129.82,6.924,2.786,1.765,7.61,0.624,0.0,1,583,0.374,22.071,10.986,1.453,10.986,2.187,0.306,0.346,6.021,0.009,176.13,0.0,5.969,7.109,12.073,5.254,-277.73,4.737,1,-0.462,1.957,9.258,342.006,10.226,9.531,2.071,1,1,64.711,6.021,198.162,4.635,1,25.683,70.815,4.207,1,10.525,-2.215,0.5,2.835,1.957,5.696,4.08,1.0,2.225,2.835,10.986,1,6.826,4.08,8,2,1.765,0.482,1921.616,4.207,0.009,26.3,-76.24,14,0.005,2.176,-0.154,0.917,0.009,16.544,11.544,2.19,2,6.421,-43.4,-2.227,1.286,9.531,1.973,-0.53,0.462,0.306,10.019,1.29,9.258
156,44.12,l,ROP,CCCCCCC1CCCC(=O)O1,False,False,True,False,False,False,False,False,True,False,184.279,-132.41,-0.1,-10.6,76,6.005,6.598,0.0,0.333,80.658,-124.92,6.924,2.923,1.624,7.15,0.618,0.0,1,476,0.374,22.846,10.94,1.456,10.94,2.187,0.306,0.346,5.521,0.006,164.119,0.0,5.969,6.617,12.073,5.228,-267.93,4.737,1,-0.462,1.78,8.551,317.577,9.519,9.531,2.231,1,1,58.29,5.521,184.146,4.298,1,25.683,64.394,3.853,1,9.117,-2.214,0.47,2.585,1.78,5.696,3.64,1.0,2.209,2.585,10.94,1,6.326,4.06,8,2,1.624,0.485,1784.358,3.853,0.006,26.3,-71.93,13,0.005,2.128,-0.154,0.909,0.006,16.544,10.55,2.187,2,6.421,-40.81,-2.227,1.385,9.531,2.031,-0.53,0.462,0.306,10.023,1.29,8.551
157,46.248,s,cationic,COP1(=O)OCCCO1,False,False,False,True,False,False,False,False,False,True,152.086,-174.42,-0.044,-10.6,54,2.796,4.29,0.0,0.331,53.718,-146.59,4.524,2.333,1.003,2.99,1.038,0.0,1,188,0.933,25.889,10.935,1.201,0.0,2.269,0.474,0.318,2.716,-3.094,143.014,0.0,7.823,4.81,20.324,24.876,-331.61,0.0,1,-0.29,1.545,6.096,219.861,6.743,18.136,2.0,1,1,6.421,4.176,152.024,1.762,1,6.421,6.421,1.65,0,0.785,-2.191,0.27,2.456,0.554,7.48,2.01,0.0,0.927,1.011,10.935,0,4.268,3.29,8,4,1.003,0.529,1235.324,3.426,0.463,44.76,-30.29,9,0.087,1.902,0.088,1.0,0.0,31.205,7.22,2.5,4,7.11,-17.05,-2.081,1.444,18.136,2.469,0.11,0.474,0.29,10.502,1.233,5.202
158,46.881,s,ROP,S=C1OC2C=CCOC2CS1,False,False,True,False,False,False,False,False,False,True,188.273,-46.71,-0.04,0.0,60,3.127,6.277,12.152,1.362,74.937,-26.93,0.0,3.455,1.236,3.49,0.678,0.0,1,264,0.736,36.182,5.438,1.303,0.0,2.293,0.22,1.216,3.478,0.067,180.209,12.152,0.0,6.685,28.95,11.451,-73.64,9.474,2,-0.468,2.222,7.49,268.719,7.682,9.474,2.545,2,1,0.0,4.871,187.997,1.576,2,18.294,12.208,2.443,0,4.272,-2.314,0.38,2.973,1.141,8.222,2.18,0.0,0.706,1.696,5.438,2,5.36,4.15,8,4,1.236,0.422,1509.841,4.065,0.067,18.46,-31.72,11,-0.053,2.041,0.005,0.571,0.924,32.181,7.582,2.244,2,5.753,-19.92,-2.392,1.636,9.474,2.08,-0.06,0.468,0.22,10.156,1.328,5.857
159,48.334,s,ionic,O=CC(F)(F)Br,False,False,False,False,False,True,False,False,False,True,158.929,-145.15,-0.051,-11.9,36,1.639,2.28,0.0,0.249,41.464,-121.88,0.0,1.833,0.616,3.47,0.259,0.0,0,63,0.428,11.167,11.0,0.722,5.703,2.204,0.355,0.226,1.091,-3.326,157.921,0.0,4.832,1.7,11.118,22.0,-278.93,0.0,0,-0.296,0.0,4.205,146.574,5.207,13.575,1.833,0,0,0.0,1.884,157.918,4.01,0,15.93,4.832,0.659,0,-0.479,-1.897,0.5,0.321,0.0,9.098,2.9,0.048,0.0,0.134,11.0,0,2.561,2.49,4,1,0.616,0.414,823.55,1.717,0.479,17.07,-34.87,6,0.041,1.352,-0.118,0.5,0.0,79.919,6.01,2.16,1,0.0,-19.81,-2.035,1.667,4.795,3.446,0.01,0.355,0.296,10.83,0.567,2.619
160,51.394,l,ROMP,C1=CCCC1,False,True,False,False,False,False,False,False,True,False,68.119,-44.849,-0.039,-4.07,28,1.25,2.309,12.152,0.326,32.504,7.72,12.152,1.8,0.662,2.73,0.086,0.0,0,56,0.083,20.8,2.236,0.232,0.0,1.844,-0.035,0.328,2.15,1.319,60.055,12.152,0.0,2.56,0.0,0.0,-41.2,0.0,1,-0.089,0.589,3.276,122.145,3.536,0.0,1.6,1,0,19.262,2.15,68.063,0.504,0,19.262,19.262,1.402,0,8.5,-1.687,0.0,0.908,0.589,4.876,3.13,1.0,0.0,0.908,2.236,0,2.5,0.49,7,0,0.662,0.379,686.291,1.402,1.319,0.0,-27.33,5,0.0,1.76,0.929,0.6,0.0,13.909,2.951,2.046,0,0.0,-15.59,-1.497,1.0,0.0,2.324,-0.26,0.089,0.035,10.369,0.268,3.276
161,51.752,s,ROMP,OC1CC=CC1,False,True,False,False,False,False,False,False,False,True,84.118,-85.38,-0.04,-5.5,34,1.433,2.946,12.152,0.493,37.298,-31.08,0.0,2.0,0.72,3.13,0.547,0.0,0,75,0.442,22.833,8.667,0.614,0.0,2.015,0.061,0.559,2.225,-0.065,76.054,12.152,0.0,3.412,11.21,0.0,-121.96,5.107,1,-0.392,0.603,3.593,146.574,4.406,5.107,1.833,1,0,12.842,2.225,84.058,0.601,0,12.842,18.946,1.597,0,5.667,-1.916,0.12,0.983,0.603,4.933,0.55,0.056,0.0,0.983,8.667,0,2.894,1.72,7,1,0.72,0.428,823.55,1.597,0.065,20.23,-29.73,6,0.325,1.864,0.189,0.6,0.0,16.266,3.875,2.065,1,0.0,-17.85,-1.953,1.333,0.0,2.32,-0.3,0.392,0.061,10.298,0.452,3.593
