,dS (cal/mol/K),BASE_Monomer_State,BASE_Category,Canonical SMILES,Global_Test,BASE_Category_ROMP,BASE_Category_ROP,BASE_Category_cationic,BASE_Category_cyclic,BASE_Category_ionic,BASE_Category_vinyl/acrylic,BASE_Monomer_State_g,BASE_Monomer_State_l,BASE_Monomer_State_s,STERICS_Backbone_Length,MIX_dGsolv298(kJ/mol),MIX_logK,SOLUTE_B_ML,SOLUTE_S_ML,RDKIT_SPS,PEP_dH_(kcal/mol),MIX_dHsolv298(kJ/mol),RDKIT_NumAliphaticRings,RDKIT_FractionCSP3,RDKIT_BCUT2D_LOGPLOW,SOLUTE_B_GC,SOLUTE_S_GC,MIX_dSsolv298(kJ/mol/K),STERICS_Side_Chain_Ratio,RDKIT_FpDensityMorgan3,RDKIT_BCUT2D_CHGHI,SOLUTE_E_GC,RDKIT_RingCount,MIX_logP,RDKIT_BalabanJ,RDKIT_Kappa3,RDKIT_MaxEStateIndex,RDKIT_MaxAbsEStateIndex,STERICS_Volume,RDKIT_VSA_EState1,TANIMOTO,RDKIT_MinPartialCharge,RDKIT_BCUT2D_CHGLO,RDKIT_MinEStateIndex,RDKIT_MaxAbsPartialCharge,DIPOLE_mmff94,SOLUTE_L_ML,SOLUTE_L_GC,RDKIT_HeavyAtomCount,RDKIT_NumAliphaticHeterocycles,RDKIT_VSA_EState2,STERICS_Wiener_Index,RDKIT_Chi1,RDKIT_PEOE_VSA7,RDKIT_fr_lactone,STERICS_VDW_Volume,RDKIT_Chi1v,RDKIT_BCUT2D_MRHI,RDKIT_Chi1n,RDKIT_Chi4v,RDKIT_SlogP_VSA2,RDKIT_EState_VSA8,PEP_dHf_2,RDKIT_NumSaturatedRings,PEP_dHf_0,RDKIT_Chi3v,RDKIT_SlogP_VSA3,RDKIT_PEOE_VSA14,RDKIT_NumHAcceptors,RDKIT_MinAbsEStateIndex,RDKIT_HallKierAlpha,RDKIT_Chi2n,PEP_dHf_1,RDKIT_Chi3n,RDKIT_NumValenceElectrons,RDKIT_AvgIpc,RDKIT_fr_ether,RDKIT_Chi0n,RDKIT_TPSA,RDKIT_NumSaturatedHeterocycles,RDKIT_qed,RDKIT_Chi0,RDKIT_NOCount,RDKIT_VSA_EState7,RDKIT_Chi2v,SOLUTE_E_ML,RDKIT_Chi4n,RDKIT_Chi0v,RDKIT_SMR_VSA5,RDKIT_PEOE_VSA1,RDKIT_LabuteASA,RDKIT_MaxPartialCharge,RDKIT_Kappa2,SOLUTE_V_GC
121,-23.423,s,ionic,CCOC(=O)C=O,False,False,False,False,False,True,False,False,False,True,4,-16.24,2.85,0.704,1.119,7.571,-1.11,-28.72,0,0.5,-2.029,0.641,0.909,-0.042,0.56,2.571,1.914,0.23,0,1.87,3.173,2.957,9.822,9.822,960.808,4.184,0.05,-0.46,-1.88,-0.803,0.46,1.29,3.107,3.03,7,0,19.242,92,3.308,6.924,0,171.003,1.928,6.198,1.928,0.176,18.862,4.737,-244.97,0,-116.09,0.383,14.326,5.969,3,0.142,-0.86,0.87,-127.77,0.383,40,1.68,1,4.009,43.37,0,0.274,5.699,3,0.142,0.87,0.269,0.176,4.009,6.924,4.737,41.271,0.371,3.335,0.762
122,-27.964,s,ionic,O=CC(Cl)(Cl)Cl,False,False,False,False,False,True,False,False,False,True,4,-23.18,4.06,0.213,0.904,11.167,-23.11,-38.95,0,0.5,-2.004,0.324,0.711,-0.053,0.5,1.5,2.155,0.42,0,0.6,3.446,4.54,9.431,9.431,823.55,-1.722,0.0,-0.299,-1.928,-1.722,0.299,2.48,3.216,2.805,6,0,9.431,63,2.561,0.0,0,146.574,2.225,6.738,1.091,0.0,10.079,0.0,-140.13,0,-41.27,0.401,4.795,0.0,1,0.234,0.54,0.659,-75.75,0.134,36,1.352,0,2.619,17.07,0,0.375,5.207,1,0.234,3.028,0.44,0.0,4.887,3.793,0.0,50.176,0.245,2.009,0.773
123,-22.467,s,cationic,C1COCO1,False,False,False,True,False,False,False,False,False,True,7,-13.27,2.33,0.59,0.629,24.0,-6.0,-24.31,1,1.0,-1.785,0.59,0.543,-0.037,0.0,1.8,1.934,0.204,1,1.92,2.083,0.597,4.722,4.722,686.291,9.444,0.0,-0.353,-1.756,0.5,0.353,1.63,1.967,1.984,5,1,0.0,56,2.5,0.0,0,122.145,1.655,4.284,1.655,0.295,20.007,0.0,-177.1,1,-72.3,0.539,9.474,0.0,2,0.5,-0.08,0.934,-98.8,0.539,30,1.76,2,2.938,18.46,1,0.402,3.536,2,0.0,0.934,0.296,0.295,2.938,0.0,9.474,30.69,0.146,1.381,0.54
124,-19.097,l,ROP,O=S1(=O)CCCO1,True,False,True,False,False,False,False,False,True,False,7,-42.66,7.48,0.74,1.57,28.0,9.3,-68.67,1,1.0,-1.963,0.842,0.931,-0.087,0.22,2.286,2.164,0.504,1,1.36,2.762,1.138,10.208,10.208,960.808,24.729,1.0,-0.27,-1.832,-3.046,0.27,5.44,3.476,3.952,7,1,0.0,104,3.207,6.421,0,171.003,3.655,7.864,2.077,1.442,20.778,4.183,-272.78,1,-136.91,2.116,14.301,0.0,3,0.201,-0.09,1.437,-145.17,0.802,42,1.841,0,3.754,43.37,1,0.416,5.328,3,0.655,3.197,0.456,0.481,4.571,6.421,0.0,42.411,0.267,1.451,0.762
125,-10.038,s,ROP,CC1OCCOC1=O,False,False,True,False,False,False,False,False,False,True,8,-20.25,3.55,0.71,1.537,29.625,1.6,-35.15,1,0.8,-2.309,0.828,0.82,-0.05,0.2,2.75,2.18,0.367,1,2.98,2.393,0.98,10.447,10.447,1098.066,9.542,0.071,-0.461,-2.167,-0.358,0.461,3.58,3.92,3.472,8,1,10.447,143,3.805,6.924,1,195.432,2.587,5.741,2.587,0.553,25.287,4.737,-281.93,1,-134.05,1.027,14.268,5.969,3,0.253,-0.57,1.681,-149.48,1.027,46,1.768,2,4.716,35.53,1,0.416,5.983,3,-0.358,1.681,0.406,0.553,4.716,13.028,9.474,47.582,0.335,2.132,0.838
126,-29.159,s,ionic,CCCC=O,False,False,False,False,False,True,False,False,False,True,4,-14.5,2.54,0.454,0.652,7.4,-9.65,-25.24,0,0.75,-1.642,0.387,0.554,-0.036,0.43,2.4,1.664,0.159,0,4.36,2.402,3.67,9.405,9.405,686.291,0.0,0.267,-0.303,-1.68,0.708,0.303,2.97,2.319,2.346,5,0,9.405,50,2.414,6.421,0,122.145,1.851,5.483,1.851,0.118,6.286,0.0,-130.43,0,-49.88,0.407,4.795,0.0,1,0.708,-0.33,0.955,-70.9,0.407,30,1.406,0,3.4,17.07,0,0.444,4.121,1,2.615,0.955,0.19,0.118,3.4,19.765,4.795,31.996,0.119,3.67,0.688
127,-39.03,s,vinyl/acrylic,C=C(C)c1ccccc1,False,False,False,False,False,False,True,False,False,True,4,-16.84,2.95,0.208,0.657,9.0,-18.08,-28.38,0,0.111,-1.722,0.235,0.721,-0.039,0.64,2.111,1.857,0.736,1,3.86,2.981,1.425,3.825,3.825,1235.324,0.0,0.0,-0.096,-1.943,1.121,0.096,0.17,4.611,4.717,9,0,0.0,150,4.305,12.487,0,219.861,3.014,5.602,3.014,0.723,0.0,18.712,-0.84,0,27.91,1.267,0.0,0.0,0,1.121,-1.04,2.146,-10.67,1.267,46,1.9,0,5.594,0.0,0,0.532,6.69,0,0.0,2.146,0.87,0.723,5.594,6.924,0.0,55.837,-0.023,2.492,1.096
128,-12.189,s,vinyl/acrylic,C=C(C)c1ccccc1,False,False,False,False,False,False,True,False,False,True,4,-18.3,3.21,0.208,0.657,9.0,-18.08,-29.89,0,0.111,-1.722,0.235,0.721,-0.039,0.64,2.111,1.857,0.736,1,5.16,2.981,1.425,3.825,3.825,1235.324,0.0,0.043,-0.096,-1.943,1.121,0.096,0.18,4.611,4.717,9,0,0.0,150,4.305,12.487,0,219.861,3.014,5.602,3.014,0.723,0.0,18.712,-0.84,0,27.91,1.267,0.0,0.0,0,1.121,-1.04,2.146,-10.67,1.267,46,1.9,0,5.594,0.0,0,0.532,6.69,0,0.0,2.146,0.87,0.723,5.594,6.924,0.0,55.837,-0.023,2.492,1.096
129,-29.159,s,ionic,O=CC(F)(Cl)Br,False,False,False,False,False,True,False,False,False,True,4,-20.81,3.65,0.209,0.949,19.167,-18.01,-35.44,0,0.5,-2.014,0.402,0.709,-0.049,0.5,2.167,2.176,0.397,0,3.07,3.446,4.37,11.432,11.432,823.55,9.078,0.043,-0.297,-1.915,-2.354,0.297,2.5,3.094,2.448,6,0,9.273,63,2.561,15.93,0,146.574,2.262,9.103,1.091,0.0,10.323,27.531,-201.23,0,-76.92,0.41,4.795,0.0,1,0.047,0.37,0.659,-106.3,0.134,36,1.352,0,2.619,17.07,0,0.435,5.207,1,-0.047,2.82,0.459,0.0,4.961,4.037,0.0,47.602,0.292,1.888,0.721
130,-25.096,l,vinyl/acrylic,C=C(CC)C(=O)OC,False,False,False,False,False,False,True,False,True,False,4,-22.84,4.0,0.442,0.551,8.25,-23.12,-41.53,0,0.5,-2.01,0.466,0.518,-0.063,0.6,2.375,2.001,0.191,0,1.99,3.643,1.776,10.421,10.421,1098.066,4.364,1.0,-0.466,-1.955,-0.312,0.466,2.0,3.32,3.253,8,0,10.421,117,3.719,6.421,0,195.432,2.481,5.868,2.481,0.289,13.079,11.316,-240.14,0,-86.7,0.901,9.531,5.969,2,0.312,-0.79,1.449,-130.32,0.901,46,1.844,1,5.231,26.3,0,0.397,6.569,2,0.659,1.449,0.258,0.289,5.231,13.345,4.737,49.149,0.333,3.243,0.985
131,-4.613,l,ROP,O=C1CCCO1,False,False,True,False,False,False,False,False,True,False,7,-32.78,5.75,0.577,1.418,21.0,-9.4,-49.65,1,0.75,-1.881,0.624,1.299,-0.057,0.12,2.667,2.078,0.262,1,0.57,2.367,0.506,10.021,10.021,823.55,4.514,1.0,-0.466,-1.807,-0.046,0.466,4.15,3.226,3.164,6,1,10.021,79,2.894,6.421,1,146.574,2.05,5.703,2.05,0.475,12.576,4.737,-209.97,1,-86.97,0.788,9.531,5.969,2,0.046,-0.53,1.324,-113.6,0.788,34,1.864,1,3.438,26.3,1,0.397,4.406,2,1.541,1.324,0.396,0.475,3.438,12.842,4.737,36.103,0.305,1.286,0.638
132,-10.038,s,cationic,C1OCOCO1,False,False,False,True,False,False,False,False,False,True,8,-33.77,5.92,0.603,0.805,24.0,-6.6,-56.16,1,1.0,-2.136,0.614,0.579,-0.075,0.0,1.167,1.929,0.234,1,2.81,2.0,0.931,4.625,4.625,823.55,13.875,0.0,-0.329,-2.102,0.375,0.329,1.52,2.298,1.89,6,1,0.0,84,3.0,0.0,0,146.574,1.732,4.089,1.732,0.279,20.379,14.211,-247.75,1,-111.24,0.5,14.211,0.0,3,0.375,-0.12,0.966,-129.91,0.5,36,1.72,3,3.346,27.69,1,0.416,4.243,3,0.0,0.966,0.242,0.279,3.346,0.0,14.211,35.804,0.152,2.125,0.599
133,-11.233,s,vinyl/acrylic,C=C(C)c1ccccc1,False,False,False,False,False,False,True,False,False,True,4,-21.22,3.72,0.208,0.657,9.0,-18.08,-36.8,0,0.111,-1.722,0.235,0.721,-0.052,0.64,2.111,1.857,0.736,1,3.15,2.981,1.425,3.825,3.825,1235.324,0.0,0.421,-0.096,-1.943,1.121,0.096,0.18,4.611,4.717,9,0,0.0,150,4.305,12.487,0,219.861,3.014,5.602,3.014,0.723,0.0,18.712,-0.84,0,27.91,1.267,0.0,0.0,0,1.121,-1.04,2.146,-10.67,1.267,46,1.9,0,5.594,0.0,0,0.532,6.69,0,0.0,2.146,0.87,0.723,5.594,6.924,0.0,55.837,-0.023,2.492,1.096
134,-23.662,s,ionic,COC(=O)C=O,False,False,False,False,False,True,False,False,False,True,4,-15.9,2.79,0.692,1.132,6.833,-1.11,-27.8,0,0.333,-1.985,0.617,0.945,-0.04,0.5,2.333,1.876,0.272,0,1.81,3.234,1.458,9.59,9.59,823.55,3.892,0.0,-0.463,-1.794,-0.838,0.463,1.3,2.816,2.62,6,0,18.852,64,2.808,0.0,0,146.574,1.341,6.197,1.341,0.048,19.365,4.737,-228.63,0,-107.92,0.297,14.326,5.969,3,0.111,-0.86,0.641,-119.6,0.297,34,1.65,1,3.302,43.37,0,0.243,4.992,3,0.111,0.641,0.303,0.048,3.302,0.0,4.737,34.906,0.371,2.382,0.621
135,-13.145,l,ROP,CCC1CCCC(=O)O1,False,False,True,False,False,False,False,False,True,False,8,-31.18,5.47,0.612,1.451,27.667,-10.6,-55.32,1,0.857,-2.217,0.374,1.29,-0.081,0.27,3.0,2.17,0.346,1,1.58,2.315,1.699,10.61,10.61,1235.324,4.997,1.0,-0.462,-2.196,-0.02,0.462,4.07,4.617,4.646,9,1,10.61,188,4.326,19.262,1,219.861,3.521,5.696,3.521,1.065,12.073,0.0,-228.73,1,-105.32,1.66,9.531,5.969,2,0.02,-0.53,2.412,-112.81,1.66,52,1.881,1,5.722,26.3,1,0.5,6.69,2,3.869,2.412,0.376,1.065,5.722,38.711,4.737,55.198,0.306,2.853,1.061
136,-29.159,s,vinyl/acrylic,C=C(C)c1ccc2ccccc2c1,False,False,False,False,False,False,True,False,False,True,4,-16.16,2.83,0.306,0.956,10.231,-18.08,-32.22,0,0.077,-1.777,0.292,1.068,-0.054,0.73,2.385,1.946,1.452,2,0.26,2.686,1.477,3.932,3.932,1784.358,0.0,0.036,-0.096,-2.014,1.116,0.096,0.18,6.786,7.338,13,0,0.0,352,6.271,29.326,0,317.577,4.419,5.853,4.419,1.455,0.0,49.044,31.56,0,44.11,2.242,0.0,0.0,0,1.116,-1.56,3.342,5.53,2.242,64,2.168,0,7.749,0.0,0,0.606,9.259,0,0.0,3.342,1.524,1.455,7.749,6.924,0.0,78.518,-0.018,3.059,1.465
137,-13.982,s,ROMP,CC(C)(C)[Si](C)(C)OC1CC=CC1,False,True,False,False,False,False,False,False,False,True,7,-16.36,2.87,0.65,0.744,19.769,-5.5,-33.37,1,0.818,-2.429,0.578,0.758,-0.057,0.53,2.0,2.385,0.694,1,0.29,2.511,2.679,6.24,6.24,1784.358,6.24,0.074,-0.413,-2.38,-1.51,0.413,1.62,5.101,5.758,13,0,0.0,378,5.828,30.974,0,317.577,8.064,6.737,5.156,2.661,14.421,46.017,-222.26,0,-81.23,7.767,4.426,0.0,1,0.343,-0.083,5.443,-135.53,3.232,76,2.355,0,9.555,9.23,0,0.485,10.113,1,7.176,10.199,0.56,1.282,10.555,57.849,4.426,83.311,0.192,3.58,1.375
138,-4.995,l,cationic,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,False,False,False,True,False,False,False,False,True,False,10,-29.24,5.13,1.084,1.157,31.5,0.0,-71.58,1,1.0,-2.636,0.957,1.196,-0.14,0.44,0.625,2.498,0.276,1,0.66,2.977,4.527,6.16,6.16,2196.132,24.641,1.0,-0.416,-2.459,-2.111,0.416,1.17,5.167,5.713,16,1,0.0,621,6.828,52.376,0,390.864,16.899,6.922,5.633,23.559,34.244,52.376,-1100.96,1,-567.68,17.697,16.461,34.244,4,2.073,0.708,6.008,-533.28,1.966,96,1.666,0,11.633,36.92,1,0.644,12.828,4,0.0,20.472,0.309,2.451,15.633,52.376,16.461,103.253,0.314,4.123,1.285
139,-18.499,s,ROMP,C1=CCCC1,False,True,False,False,False,False,False,False,False,True,7,-21.97,3.85,0.086,0.232,20.8,-4.07,-35.81,1,0.6,-1.497,0.083,0.268,-0.046,0.0,1.8,1.844,0.328,1,3.28,2.324,0.504,2.236,2.236,686.291,0.0,0.056,-0.089,-1.687,1.319,0.089,0.48,2.309,2.56,5,0,0.0,56,2.5,19.262,0,122.145,2.15,4.876,2.15,0.589,0.0,12.152,-41.2,0,7.72,0.908,0.0,0.0,0,1.319,-0.26,1.402,-44.849,0.908,28,1.76,0,3.276,0.0,0,0.379,3.536,0,8.5,1.402,0.326,0.589,3.276,19.262,0.0,32.504,-0.035,1.25,0.662
140,-12.357,s,cationic,CCOC(=O)CCCCC1CCSS1,False,False,False,True,False,False,False,False,False,True,7,-25.86,4.53,0.798,1.291,21.071,-1.0,-46.17,1,0.9,-2.039,0.848,1.183,-0.068,0.56,3.0,2.152,0.801,1,2.68,1.903,5.151,11.008,11.008,1921.616,4.866,0.044,-0.466,-2.057,-0.041,0.466,3.45,8.082,7.589,14,1,11.008,602,6.826,26.186,0,342.006,7.647,8.769,5.265,4.467,23.579,0.0,-251.52,1,-114.51,5.196,9.531,5.969,4,0.041,0.17,3.38,-136.01,2.19,82,2.654,1,8.66,26.3,1,0.4,10.226,2,5.349,6.167,0.811,1.439,10.293,44.278,4.737,93.939,0.305,7.46,1.81
141,-29.876,s,vinyl/acrylic,C=C(C)c1ccc2ccccc2c1,False,False,False,False,False,False,True,False,False,True,4,-20.41,3.58,0.306,0.956,10.231,-18.08,-36.13,0,0.077,-1.777,0.292,1.068,-0.053,0.73,2.385,1.946,1.452,2,3.0,2.686,1.477,3.932,3.932,1784.358,0.0,0.231,-0.096,-2.014,1.116,0.096,0.17,6.786,7.338,13,0,0.0,352,6.271,29.326,0,317.577,4.419,5.853,4.419,1.455,0.0,49.044,31.56,0,44.11,2.242,0.0,0.0,0,1.116,-1.56,3.342,5.53,2.242,64,2.168,0,7.749,0.0,0,0.606,9.259,0,0.0,3.342,1.524,1.455,7.749,6.924,0.0,78.518,-0.018,3.059,1.465
142,-13.145,l,ROP,CCCCCCCCCC1CCCC(=O)O1,False,False,True,False,False,False,False,False,True,False,8,-48.4,8.48,0.644,1.45,20.812,-10.6,-84.11,1,0.929,-2.227,0.374,1.29,-0.12,0.56,2.5,2.187,0.346,1,4.99,1.883,6.14,11.058,11.058,2196.132,5.292,1.0,-0.462,-2.215,0.013,0.462,4.08,8.203,8.094,16,1,11.058,846,7.826,25.683,1,390.864,7.021,5.696,7.021,2.31,12.073,6.924,-297.33,1,-139.62,3.335,9.531,5.969,2,0.013,-0.53,4.914,-147.11,3.335,94,2.28,1,10.672,26.3,1,0.457,11.64,2,13.389,4.914,0.298,2.31,10.672,83.657,4.737,99.753,0.306,8.602,2.047
143,-7.098,l,ROP,CC1CC(=O)OCC(C)(C)C1,True,False,True,False,False,False,False,False,True,False,9,-31.04,5.44,0.596,1.201,30.818,-11.5,-51.52,1,0.889,-2.184,0.638,1.152,-0.069,0.31,2.818,2.276,0.194,1,2.1,2.602,2.524,10.959,10.959,1509.841,5.05,1.0,-0.465,-2.219,-0.039,0.465,4.02,5.346,5.429,11,1,10.959,274,4.995,17.754,1,268.719,4.151,5.694,4.151,1.694,12.576,20.771,-252.57,1,-116.34,2.04,9.531,5.969,2,0.039,-0.53,4.338,-124.73,2.04,64,1.9,1,7.515,26.3,1,0.501,8.483,2,1.669,4.338,0.312,1.694,7.515,33.613,4.737,67.928,0.306,2.839,1.342
144,-11.114,l,ROP,CC1CCOC(=O)C1,False,False,True,False,False,False,False,False,True,False,8,-31.61,5.54,0.601,1.357,29.625,-10.6,-52.46,1,0.833,-2.178,0.449,1.178,-0.07,0.2,2.875,2.148,0.302,1,0.86,2.336,1.219,10.451,10.451,1098.066,4.709,1.0,-0.466,-2.156,-0.038,0.466,4.09,4.34,4.109,8,1,10.451,142,3.788,12.339,1,195.432,2.944,5.697,2.944,0.819,12.576,6.924,-233.77,1,-97.67,1.389,9.531,5.969,2,0.038,-0.53,2.318,-125.5,1.389,46,1.642,1,5.015,26.3,1,0.438,5.983,2,1.645,2.318,0.36,0.819,5.015,19.765,4.737,48.833,0.306,2.159,0.92
145,-14.34,l,ROP,CCCC1CCCC(=O)O1,False,False,True,False,False,False,False,False,True,False,8,-33.0,5.78,0.61,1.448,26.1,-10.6,-59.53,1,0.875,-2.224,0.374,1.29,-0.089,0.33,3.1,2.18,0.346,1,2.14,2.25,2.011,10.726,10.726,1372.583,5.088,1.0,-0.462,-2.207,-0.01,0.462,4.07,4.993,5.139,10,1,10.726,241,4.826,19.262,1,244.29,4.021,5.696,4.021,1.303,12.073,6.924,-238.53,1,-110.22,1.816,9.531,5.969,2,0.01,-0.53,2.793,-117.71,1.816,58,1.881,1,6.429,26.3,1,0.55,7.397,2,5.082,2.793,0.366,1.303,6.429,45.132,4.737,61.563,0.306,3.593,1.202
146,-7.361,l,ROP,O=C1CSCCS1,False,False,True,False,False,False,False,False,True,False,8,-37.25,6.53,0.701,1.305,22.571,8.2,-56.52,1,0.75,-2.046,0.725,1.103,-0.065,0.11,2.571,2.066,1.03,1,1.26,2.25,1.736,10.405,10.405,960.808,0.0,1.0,-0.286,-2.042,0.344,0.286,3.26,4.938,4.119,7,1,10.405,114,3.394,0.0,0,171.003,4.268,8.176,2.128,2.338,22.374,0.0,-87.33,1,-40.05,2.985,4.795,0.0,3,0.344,0.37,1.273,-55.48,0.711,40,1.686,0,3.846,17.07,1,0.492,5.113,1,0.0,3.53,1.068,0.412,5.479,0.0,0.0,51.236,0.198,2.622,0.906
147,-13.145,l,ROP,CCCCC1CCCC(=O)O1,False,False,True,False,False,False,False,False,True,False,8,-35.61,6.24,0.613,1.459,24.818,-10.6,-63.48,1,0.889,-2.226,0.374,1.29,-0.094,0.38,3.091,2.184,0.346,1,2.69,2.172,2.912,10.814,10.814,1509.841,5.149,1.0,-0.462,-2.212,-0.002,0.462,4.07,5.58,5.632,11,1,10.814,306,5.326,19.262,1,268.719,4.521,5.696,4.521,1.413,12.073,6.924,-248.33,1,-115.12,2.085,9.531,5.969,2,0.002,-0.53,3.146,-122.61,2.085,64,2.011,1,7.136,26.3,1,0.586,8.104,2,6.381,3.146,0.346,1.413,7.136,51.553,4.737,67.928,0.306,4.369,1.342
148,-7.337,l,ROP,CCC1CCC(CC)C(=O)O1,False,False,True,False,False,False,False,False,True,False,8,-31.52,5.52,0.635,1.274,31.636,-10.6,-59.1,1,0.889,-2.296,0.363,1.039,-0.093,0.38,2.545,2.267,0.413,1,2.93,2.41,1.948,11.172,11.172,1509.841,5.2,1.0,-0.462,-2.259,0.019,0.462,5.41,5.597,5.846,11,1,11.172,280,5.274,25.683,1,268.719,4.48,5.727,4.48,1.483,12.073,6.924,-251.85,1,-116.88,2.401,9.531,5.969,2,0.019,-0.53,3.15,-124.37,2.401,64,2.041,1,7.3,26.3,1,0.572,8.268,2,4.164,3.15,0.321,1.483,7.3,45.635,4.737,67.928,0.309,3.744,1.342
149,-12.954,s,ROMP,C1=CCCC1,False,True,False,False,False,False,False,False,False,True,7,-17.84,3.13,0.086,0.232,20.8,-4.07,-29.47,1,0.6,-1.497,0.083,0.268,-0.039,0.0,1.8,1.844,0.328,1,0.55,2.324,0.504,2.236,2.236,686.291,0.0,0.143,-0.089,-1.687,1.319,0.089,0.48,2.309,2.56,5,0,0.0,56,2.5,19.262,0,122.145,2.15,4.876,2.15,0.589,0.0,12.152,-41.2,0,7.72,0.908,0.0,0.0,0,1.319,-0.26,1.402,-44.849,0.908,28,1.76,0,3.276,0.0,0,0.379,3.536,0,8.5,1.402,0.326,0.589,3.276,19.262,0.0,32.504,-0.035,1.25,0.662
150,-9.297,s,ionic,CCCC=O,False,False,False,False,False,True,False,False,False,True,4,-16.35,2.87,0.454,0.652,7.4,-9.65,-28.81,0,0.75,-1.642,0.387,0.554,-0.042,0.43,2.4,1.664,0.159,0,1.89,2.402,3.67,9.405,9.405,686.291,0.0,0.067,-0.303,-1.68,0.708,0.303,2.97,2.319,2.346,5,0,9.405,50,2.414,6.421,0,122.145,1.851,5.483,1.851,0.118,6.286,0.0,-130.43,0,-49.88,0.407,4.795,0.0,1,0.708,-0.33,0.955,-70.9,0.407,30,1.406,0,3.4,17.07,0,0.444,4.121,1,2.615,0.955,0.19,0.118,3.4,19.765,4.795,31.996,0.119,3.67,0.688
151,-11.472,s,cationic,C1CCOCOC1,False,False,False,True,False,False,False,False,False,True,9,-17.46,3.06,0.629,0.815,24.0,-0.5,-31.73,1,1.0,-1.934,0.599,0.546,-0.048,0.0,2.0,1.941,0.238,1,2.08,2.042,1.9,4.972,4.972,960.808,9.944,0.0,-0.355,-1.929,0.5,0.355,2.11,3.15,3.117,7,1,0.0,120,3.5,12.842,0,171.003,2.655,4.382,2.655,0.585,20.007,0.0,-196.7,1,-87.6,0.994,9.474,0.0,2,0.5,-0.08,1.641,-108.6,0.994,42,1.902,2,4.352,18.46,1,0.449,4.95,2,2.306,1.641,0.297,0.585,4.352,12.842,9.474,43.42,0.146,2.993,0.822
152,-26.291,l,vinyl/acrylic,C=C(C)c1ccccc1,False,False,False,False,False,False,True,False,True,False,4,-27.03,4.74,0.208,0.657,9.0,-18.08,-46.32,0,0.111,-1.722,0.235,0.721,-0.065,0.64,2.111,1.857,0.736,1,3.77,2.981,1.425,3.825,3.825,1235.324,0.0,1.0,-0.096,-1.943,1.121,0.096,0.18,4.611,4.717,9,0,0.0,150,4.305,12.487,0,219.861,3.014,5.602,3.014,0.723,0.0,18.712,-0.84,0,27.91,1.267,0.0,0.0,0,1.121,-1.04,2.146,-10.67,1.267,46,1.9,0,5.594,0.0,0,0.532,6.69,0,0.0,2.146,0.87,0.723,5.594,6.924,0.0,55.837,-0.023,2.492,1.096
153,-42.782,s,ionic,O=CC(F)(Cl)Cl,False,False,False,False,False,True,False,False,False,True,4,-21.05,3.69,0.232,0.777,11.167,-27.72,-35.55,0,0.5,-2.025,0.35,0.569,-0.049,0.5,1.833,2.184,0.249,0,3.12,3.446,4.18,11.281,11.281,823.55,8.586,0.0,-0.297,-1.909,-2.694,0.313,2.5,2.731,2.058,6,0,9.188,63,2.561,0.0,0,146.574,1.847,6.537,1.091,0.0,10.873,23.202,-244.51,0,-88.85,0.312,4.795,4.587,1,0.198,0.18,0.659,-127.94,0.134,36,1.352,0,2.619,17.07,0,0.387,5.207,1,-0.198,1.953,0.393,0.0,4.131,4.587,0.0,44.038,0.313,1.756,0.668
155,-14.101,l,ROP,CCCCCCCC1CCCC(=O)O1,False,False,True,False,False,False,False,False,True,False,8,-43.4,7.61,0.624,1.453,22.071,-10.6,-76.24,1,0.917,-2.227,0.374,1.29,-0.11,0.5,2.786,2.187,0.346,1,4.08,1.973,4.635,10.986,10.986,1921.616,5.254,1.0,-0.462,-2.215,0.009,0.462,4.08,7.11,7.109,14,1,10.986,583,6.826,25.683,1,342.006,6.021,5.696,6.021,1.957,12.073,6.924,-277.73,1,-129.82,2.835,9.531,5.969,2,0.009,-0.53,4.207,-137.31,2.835,82,2.176,1,9.258,26.3,1,0.482,10.226,2,10.525,4.207,0.323,1.957,9.258,70.815,4.737,87.023,0.306,6.855,1.765
156,-13.862,l,ROP,CCCCCCC1CCCC(=O)O1,False,False,True,False,False,False,False,False,True,False,8,-40.81,7.15,0.618,1.456,22.846,-10.6,-71.93,1,0.909,-2.227,0.374,1.29,-0.1,0.47,2.923,2.187,0.346,1,3.64,2.031,4.298,10.94,10.94,1784.358,5.228,1.0,-0.462,-2.214,0.006,0.462,4.06,6.598,6.617,13,1,10.94,476,6.326,25.683,1,317.577,5.521,5.696,5.521,1.78,12.073,6.924,-267.93,1,-124.92,2.585,9.531,5.969,2,0.006,-0.53,3.853,-132.41,2.585,76,2.128,1,8.551,26.3,1,0.485,9.519,2,9.117,3.853,0.333,1.78,8.551,64.394,4.737,80.658,0.306,6.005,1.624
